query	k__Animalia;p__location_output
c4795ff9bbdc68927acd4a98bca8503c	k__Animalia;p__Arthropoda;c__Insecta
c483491d0ef116b96f946d8954cd4ac7	k__Animalia;p__Arthropoda;c__Insecta;o__Blattodea;f__Blattidae;g__Periplaneta;s__Periplaneta fuliginosa
c488189cfb68e59c11301f712165085f	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Melandryidae;g__Dircaea;s__Dircaea liturata
c48a9e2c0424b71d93bb0e72bf5720df	k__Animalia;p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Ephemerellidae;g__Eurylophella;s__Eurylophella doris
c491e04405752883fe95f8859cd00ab6	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
c49447ecd49d90b7215b7ef08d7c837e	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Culicidae;g__Aedes;s__Aedes provocans
c494d6e2fc6a12d56cab39765dbaeec7	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera
c497bd3e2a60c84356df0c6636de9d60	k__Animalia;p__Arthropoda;c__Insecta
c499f11e8c263f4d20467b1dd8d7005e	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
c4a736f87c0f4c4131c268ac565e1e4d	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Eukiefferiella
c4acd8cf2df0c5d3ee25e756ebe97a6b	k__Animalia;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Ichneumonidae
c4afba60302c265bd32b9ef5846b7377	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Scarabaeidae;g__Labarrus;s__Labarrus cincticulus
c4b429fe844e5650ef6ed524d20f20f8	k__Animalia;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Vespidae;g__Polistes
c4b5d467f0e18202465861b3d2cbdb8a	k__Animalia;p__Arthropoda;c__Insecta
c4bc503b228920e343876bebef8894cf	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Elateridae;g__Hemicrepidius;s__Hemicrepidius memnonius
c4bcf83b290520ef67f745dea280aac2	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera
c4bee9a548f14d738e8e24f978aa31be	k__Animalia;p__Arthropoda;c__Insecta
c4c45881dbaba80a7deab67418546158	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Elateridae;g__Athous;s__Athous brightwelli
c4c4b4e2479d3c18cc60c23bc19a0eb8	k__Animalia;p__Arthropoda;c__Insecta
c4d103ea6fd820407e48b957999f97b3	k__Animalia;p__Arthropoda;c__Insecta
c4d1646bb28fb834f4a4b018dc47fe0f	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
c4df94dcb030e0ce3d851d07211d7109	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Elateridae;g__Melanotus;s__Melanotus hyslopi
c4e992a3e25a1e2c7f4f4a33535160a1	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Limnephilidae;g__Pycnopsyche;s__Pycnopsyche lepida
c4ef60228cb12696ab2c6a18d3cbeb32	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Hydropsychidae;g__Cheumatopsyche
c4f1afbd7b83ae0fb40f89fabd1a88ec	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chaoboridae;g__Chaoborus;s__Chaoborus punctipennis
c4ff778324aa36a87b35d0cd1b99f46f	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Elateridae;g__Melanotus
c511a7207419ca426c69cdab31c3daac	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Metalimnobia
c512c21702f92249d88dd22ac29cb99d	k__Animalia;p__Arthropoda;c__Insecta
c513c8f1e0e7f8a7711ad4c18168aa63	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
c518bd090ac6a6638ad7290f85b76902	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Hydrophilidae;g__Cercyon;s__Cercyon praetextatus
c51e40fdb1a0e5a60b0936670c1bc880	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Tortricidae;g__Cydia;s__Cydia caryana
c52557e88d52ffff2d5d957f2d4c05f6	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Micropsectra
c52637147646181ee87f9ceb6e575bfb	k__Animalia;p__Arthropoda;c__Insecta;o__Hemiptera;f__Acanthosomatidae;g__Elasmostethus;s__Elasmostethus cruciatus
c526ac1ad8c6d758ab6b36dc15e11788	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Tineidae;g__Acrolophus;s__Acrolophus BioLep447
c52bc8f1dde7902e43603691e7c6d3ac	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
c52bfb05947a7df58f42a5d6c3d1afee	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chaoboridae;g__Chaoborus
c533626259d8a8ebb77bcdf91d4cfb48	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Pseudochironomus;s__Pseudochironomus sp. JM-2006
c53e9d8255c1d57ae82ece4565867994	k__Animalia;p__Arthropoda;c__Insecta
c54e85b6c313ac10d76de23bee82801b	k__Animalia;p__Arthropoda;c__Insecta
c551356645456b9a5ac08d0322ea81ac	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Tipulidae;g__Dolichopeza;s__Dolichopeza obscura
c556f6f60f0ccb168b47aa6833280a1d	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__Crambus;s__Crambus agitatellus
c55d1ec3f0e30e2eff4e804493ef3b79	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
c55dd2c0b6a1031683588f2f47e11b14	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
c56f67eb1b79aa51a5557708796e24b7	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
c572a9af86e3582ceecb59574e519a97	k__Animalia;p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Heptageniidae;g__Leucrocuta;s__Leucrocuta maculipennis
c5798125800f41417bf65627c70846e9	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Simuliidae;g__Simulium
c57ce0f2091e56dd0a32ef900e8fd09a	k__Animalia;p__Arthropoda;c__Arachnida;o__Araneae;f__Linyphiidae;g__Pityohyphantes
c580cf301ceaf40991bc960a71e06983	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera
c586de1136ce2ec87cc59c45cabee69b	k__Animalia;p__Arthropoda
c58cd3bd8adc16d365d9ffb045f24267	k__Animalia;p__Arthropoda;c__Insecta
c5979436605f2e5c96060e798bae8b79	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Psychodidae;g__Lutzomyia;s__Lutzomyia longipalpis
c59d457f265901335c18f312b534bc22	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Hydrophilidae;g__Helocombus;s__Helocombus bifidus
c5adae455f2caecfa156d04e69e5db3e	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Erebidae;g__Idia;s__Idia rotundalis
c5b3ba2df60a9a2a3db81d8b52d8219d	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Chironomus
c5b4907aa864d6de4d910509d88c3bfb	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera
c5b583fdbc3218c70e722a5d7ce1e5a3	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Pyrochroidae;g__Dendroides;s__Dendroides canadensis
c5b81751c426cb871f38d751b342b668	k__Animalia;p__Arthropoda;c__Insecta
c5b92e3365843912c9bfd5092a687d8f	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
c5bfa67e7c6670ef57b1a609d8654a8f	k__Animalia;p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Heptageniidae;g__Stenacron
c5c675f2276f3fc6f6122d4deebc81be	k__Animalia;p__Arthropoda;c__Insecta
c5cc1eed88665026fe22acaff063c6fd	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chaoboridae;g__Chaoborus;s__Chaoborus punctipennis
c5cd15cf2affbf4dd61a7f7988626d9f	k__Animalia;p__Arthropoda;c__Insecta
c5d2c320558915ba9ead51dad9f319b5	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Chironomus
c5dbaabec936ecc8fd4e3c8eabbd535f	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Limnephilidae;g__Nemotaulius
c5dd613db4b5604fcde6415ec3141f5d	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Psychodidae;g__Psychoda;s__Psychoda alternata
c5f51eea9bf94c70fedbaa4c0105b5f7	k__Animalia;p__Arthropoda;c__Insecta
c5fd18193e93e6aca5d18c9c3a2e21c9	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Microtendipes
c60431e12430b2f2feb34bd814da3a6b	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Pseudolimnophila;s__Pseudolimnophila luteipennis
c60b9074ce997f76060dbaa584a5d248	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Psychodidae;g__Psychoda
c61500ca12051117d5016f290cb30449	k__Animalia;p__Arthropoda;c__Insecta
c61c9602ffd2d6a74971337ce67d0dc5	k__Animalia;p__Arthropoda;c__Insecta
c622fdb6274bbcd2851f14700a11dfe7	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
c62d88cef17c65c474e2babb273c68ac	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
c62e3606a3c3e23fc29fa57407a17a35	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Tabanidae;g__Chrysops
c633fc2b6594e8181d7ecd490237e227	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Metalimnobia
c63a4de483485d271d869697d2743688	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
c63b4cd0f32f5a8f0463c55ccb92d193	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Coccinellidae;g__Harmonia;s__Harmonia axyridis
c6414935e4653568194df795fe79c9c1	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Tribelos
c64370a487b8d361c31b2ceb2ced95a4	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Coleophoridae;g__Coleophora;s__Coleophora latronella
c648673274b58925757476f1782b5603	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Tipulidae;g__Tipula
c64fc815c22ff3499ebc516bff3febeb	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Polypedilum
c657a0e0ef4dcd0f27bddbcdaf982547	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Elateridae;g__Hemicrepidius;s__Hemicrepidius brevicollis
c65f99fcdccb866407b2f952cdd0883a	k__Animalia;p__Arthropoda;c__Insecta;o__Hemiptera;f__Delphacidae;g__Megamelus;s__Megamelus inflatus
c65fca6f8e73dab6f4538a577bce93df	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chaoboridae;g__Chaoborus
c66069417911274490f84e702b5d1e11	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Tanytarsus;s__Tanytarsus mendax
c6904072ec37e78ca400de985a22bdad	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Hydropsychidae;g__Hydropsyche;s__Hydropsyche betteni
c69ce7d165a8b6fffcbb86cde07d74f0	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera
c6a86731501dd1a9bc747f25814c5748	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Erebidae;g__Hypena;s__Hypena scabra
c6c2f815b66d10770fb8bbdfa0256232	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Psilocorsis
c6da10a3634125e02e1d30e706082325	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Cerambycidae;g__Graphisurus;s__Graphisurus fasciatus
c6df548ae9d05bbf041f811aa4f7ed9f	k__Animalia;p__Arthropoda;c__Insecta
c6e222839f7f00e0a3a6327d33ad7a2b	k__Animalia;p__Arthropoda;c__Insecta
c6ea1b2642d40bec3b8e0faa13ffc5ac	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Tipulidae;g__Tipula
c6eb2782fc20da777281bf0de8fa8ec6	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Lasiocampidae;g__Malacosoma;s__Malacosoma disstria
c6f27358502a2663bbb2f2ef27457ac0	k__Animalia;p__Arthropoda;c__Insecta
c6f495a61690d0a63f3eba0dede9754f	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Leptoceridae;g__Oecetis;s__Oecetis avara
c6f9849bcd1b0d00515521e8401b6fad	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Tabanidae;g__Chrysops
c6fe7855589172b99b7aced2b80662d6	k__Animalia;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Ichneumonidae;g__Netelia
c703a16498966fac3650262adcc4067e	k__Animalia;p__Arthropoda;c__Arachnida;o__Araneae;f__Theridiidae;g__Theridion;s__Theridion frondeum
c703ec031d2d62b8e9d51dbbedc65879	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Noctuidae;g__Agrotis;s__Agrotis ipsilon
c70d1de33e775b20b5145f9eb5205b61	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Leptoceridae;g__Ceraclea;s__Ceraclea mentiea
c7140739f8347078bab4b10a5f092d15	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
c732ee3974f20b81d5933b3c3f986d6c	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Coccinellidae;g__Harmonia;s__Harmonia axyridis
c73929d58062e6a4b3a0d054e4acf7f4	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Psychodidae;g__Psychoda;s__Psychoda trinodulosa
c74065f88f3c968bcd628c325b5926da	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__Pseudotelphusa
c741e65cc7f439aaa9eeb5506d2303a2	k__Animalia;p__Arthropoda;c__Insecta
c7487a40179d2f7a553c8c649d1db049	k__Animalia;p__Arthropoda;c__Insecta
c7539a81e2bc9213c80c918c3d6f1878	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Hydrophilidae;g__Hydrochara
c753f823a8823c373321618db6ba8e30	k__Animalia;p__Arthropoda;c__Arachnida;o__Opiliones;f__Phalangiidae;g__Phalangium;s__Phalangium opilio
c75a437500a92c0539c217e118ebbcaf	k__Animalia;p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Caenidae;g__Caenis
c75cdef25c8ce3ac4f29e5a08905004e	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Mycetophilidae;g__Mycetophila
c7741af3cce83ce4f8f3adc7c42f7fa1	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Elateridae;g__Melanotus;s__Melanotus hyslopi
c774b6fc85fd781eaca4fa89557895da	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Euphylidorea;s__Euphylidorea platyphallus
c78097523975776e7d4fefa43ff278d1	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Dermestidae;g__Dermestes;s__Dermestes lardarius
c78647b12b7953d61cf9a5cd44a36e10	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Tipulidae;g__Tipula
c788e9aefef26ba91b672cf91fb71ba9	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera
c7936ffe6315b92735fc1355a650523b	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Hydropsychidae;g__Cheumatopsyche
c7979274b4776eaa1496e665f4ca5e4e	k__Animalia;p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Ephemeridae;g__Hexagenia;s__Hexagenia limbata
c7a788ef550cb5c2e0a14c9ee5c0f676	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Carabidae;g__Cymindis;s__Cymindis platicollis
c7af245cbcafdf768e8446c3633dc1d3	k__Animalia;p__Arthropoda;c__Insecta
c7b7e67344ac1d342d546573129cef11	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Erioptera
c7bcac0c6002b4a9e8cbde422c7f2493	k__Animalia;p__Arthropoda;c__Insecta;o__Hemiptera;f__Aphrophoridae;g__Aphrophora
c7e82bdc099c082793bd7d73fc42e0ca	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Culicidae;g__Aedes
c7f7c616afc96ec60b50c11b4031978b	k__Animalia;p__Arthropoda;c__Insecta;o__Hemiptera;f__Cicadellidae;g__Gyponana
c7fd45eb69ebd5b329c63089b9190dc9	k__Animalia;p__Arthropoda;c__Insecta
c81550bd3b3263c3bc153aef2f1f2722	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Phryganeidae;g__Banksiola;s__Banksiola crotchi
c81d092c8d0e82e739f5cd2568e12b0e	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
c81d72e42b8e397959d98b85dd742ab9	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Erioptera;s__Erioptera caliptera
c81e99ab231e9c632afffcf411f4c118	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
c81fe758146d2e702a29d60992e7919f	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Philopotamidae;g__Wormaldia;s__Wormaldia moesta
c8272857c34db82396366e96a98bfe49	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
c82c8b9e61894402207c5be70a58cbb5	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera
c82f099fbf8d364ec529a65db319e5ed	k__Animalia;p__Arthropoda;c__Insecta
c82f4bd6d738ce4e39ab261dc7cc9e83	k__Animalia;p__Arthropoda;c__Insecta
c82fff241c34befbf20edc1930adbc95	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
c839ee0a1378d7a99ef67add6f48d727	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Coleophoridae;g__Coleophora;s__Coleophora canadensisella
c8492be2889301c13dbfb26489643796	k__Animalia;p__Arthropoda;c__Insecta
c84e31b231475f7ccaac85eab905bf41	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera
c84e675500772458e6c2b8baf9468e4d	k__Animalia;p__Arthropoda;c__Insecta
c84fc061181224987bd599d60fa913ac	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Psilocorsis
c8666825b5d48157f980e9565dbfd18a	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Leptoceridae;g__Triaenodes;s__Triaenodes flavescens
c86814c698888e54ef789c03fc52cd29	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Metalimnobia
c87ac245295155fe2ff769a2e4edb64b	k__Animalia;p__Arthropoda;c__Insecta;o__Megaloptera;f__Corydalidae;g__Chauliodes;s__Chauliodes rastricornis
c8940ecc906a7fd1956edaa2d7c72d76	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
c8942dfa9bf3a0c9aa32758a31f178ae	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Psilocorsis
c89612bf541176b64ecca768a320e3e7	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
c8a8985a8225bf36aca873991d9a1047	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chaoboridae;g__Chaoborus;s__Chaoborus punctipennis
c8b224ad8111b7adee28043fc90cc2ea	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Polypedilum
c8b3de8b603a073e0c762087e2e87b78	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Limnephilidae;g__Pycnopsyche
c8c1f46a492563dd80e80a7ff3c25b44	k__Animalia;p__Arthropoda;c__Insecta
c8cb4ec5f77188163ac8de2bd523c4fc	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera
c8d1ca32af723c342ffb45360ebe5c0c	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
c8d49d77289b0839ebcf4c761e5ac83d	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Agonopterix
c8ebf14cd872ce219b9575936a0c57f4	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Procladius
c8f191580ddbebea83080d3dec1215b9	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
c905bf4c3fc6a96eba6531cac9507fb0	k__Animalia;p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Ephemeridae;g__Hexagenia;s__Hexagenia limbata
c9113251a636e118e2c31eecc106fcf6	k__Animalia;p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Heptageniidae;g__Leucrocuta;s__Leucrocuta maculipennis
c91a8ce0cd13aaf54eadd7c935df3921	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Psychodidae;g__Psychoda
c91ad3684e4bc4365ca84bcc0ea1bdf2	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Tineidae;g__Acrolophus;s__Acrolophus BioLep447
c92665a443fa042a0df315ce1d363c83	k__Animalia;p__Arthropoda;c__Arachnida;o__Trombidiformes;f__Limnesiidae;g__Limnesia
c92c6435ffcdce581765a3da9b064f55	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
c948490a6441209ee3566df6108c0482	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Microtendipes
c94c49c354081827627d485155f6b806	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Leptoceridae;g__Ceraclea;s__Ceraclea maculata
c9511ff935806bf43f9f8c24c1f17a1e	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Elateridae;g__Hemicrepidius;s__Hemicrepidius memnonius
c9554d5dfc2881c81e9f24d378155d50	k__Animalia;p__Arthropoda;c__Insecta
c9559fb14b08b3160743ab09247116ff	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae
c962c57a1665c1badc4bef96de00a044	k__Animalia;p__Arthropoda;c__Arachnida;o__Araneae;f__Theridiidae;g__Theridula;s__Theridula emertoni
c965673a78f5997bb56ec3b786649c72	k__Animalia;p__Arthropoda;c__Insecta;o__Odonata;f__Aeshnidae;g__Aeshna
c96b91319c34405d46bb06ac9703873e	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
c96ba66fed7037dd7b9fc1798245ca00	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
c9793efefd993e23205a49711ab338d3	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Erioptera
c97e0758b50f237a33b088d4b573eef4	k__Animalia;p__Arthropoda;c__Insecta
c9a3f4e4dc0ef5e537b1b490b554d9c4	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Cheilotrichia;s__Cheilotrichia stigmatica
c9abec3e1298527b6cd007aa5216cb54	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Elateridae;g__Ampedus;s__Ampedus melanotoides
c9b2fe77b3615f7ed733a1e140490a5a	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Culicidae;g__Coquillettidia;s__Coquillettidia perturbans
c9b4cd90e71445df4ffd8fab75281ed7	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
c9c98f121404e93cff9c6691ada2933e	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Mycetophilidae;g__Mycomya
c9d2527c444df072515e5b1b517ab1a0	k__Animalia;p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Heptageniidae;g__Leucrocuta;s__Leucrocuta maculipennis
c9d30929f05368b6e2fd29f4fbe1b036	k__Animalia;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Ichneumonidae;g__Netelia
c9d4aede5fda0842d57a56126ea65e69	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera
c9d9cbff4d4fa13af0e1759843052c0c	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Tenebrionidae;g__Isomira
c9da998c935ce2043e082d3cecc51188	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
c9e6b2603a3a1329fc4b7c2edde381f1	k__Animalia;p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Heptageniidae;g__Maccaffertium;s__Maccaffertium terminatum
c9eadef9ae02e2ee1218f7e75c30a6ec	k__Animalia;p__Arthropoda
c9ef6eb15551bd41112eee796ec36118	k__Animalia;p__Arthropoda;c__Insecta
c9f4ae8a4ec8d004658a361a3d408c9b	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera
c9f550471dfe0795e622be38983ba98a	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Limnephilidae;g__Limnephilus
ca0960d02f1712656f318cc57242febe	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
ca0b63e88fa78c92c38f230eb9343ba8	k__Animalia;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Braconidae;g__Austrozele;s__Austrozele Janzen03
ca1d85030c48161eef97baa67480e712	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Elateridae;g__Athous;s__Athous brightwelli
ca24431fb9e4a267293d79c4119c8abc	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Tipulidae;g__Nephrotoma;s__Nephrotoma ferruginea
ca262c408ce50bd2605cb0cd0265421b	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
ca3fe6b8da5e031a655f46f49374ce26	k__Animalia;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Ichneumonidae;g__Ophion;s__Ophion sp. MS2398
ca40715559dcfea54415d634b1332bd6	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Phaenopsectra
ca419d8de68e8a3f2af918f1058ed0c5	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Scarabaeidae;g__Phyllophaga;s__Phyllophaga hirticula
ca59403e2e042804059b2b4f3da96aae	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Polypedilum
ca66ad3a8dbdec52c3e79fe660adf957	k__Animalia;p__Arthropoda;c__Insecta
ca78390277ffab0e8ec9b1ff986658e7	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Procladius
ca7924c177ba98aa3b252929c0398eea	k__Animalia;p__Arthropoda;c__Insecta
ca81250725a7c56d06e5746933be6081	k__Animalia;p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Ephemeridae;g__Hexagenia;s__Hexagenia limbata
ca87b814246cd3a1f523f001b4b2e439	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera
ca898cea3fdcefd0c6390ddb32aebb0f	k__Animalia;p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Heptageniidae;g__Maccaffertium;s__Maccaffertium terminatum
ca8e65f68b9b085afd82eda93229bceb	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Metalimnobia
ca9216a90bb5133d050cd9a9b11f6ebc	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Tortricidae;g__Pandemis
