Sample Name,Sample title,BioProject accession,Organism,host,isolation source,collection date,geographic location,latitude and longitude,library,sample type,isolate
oro161507,oro161507,PRJNA518082,not collected,not collected,feces metagenome,2016-06-26,USA: Canterbury NH,not applicable,libA,sample,oro161507
oro161508,oro161508,PRJNA518082,not collected,not collected,feces metagenome,2016-07-03,USA: Canterbury NH,not applicable,libA,sample,oro161508
oro161509,oro161509,PRJNA518082,not collected,not collected,feces metagenome,2016-07-03,USA: Canterbury NH,not applicable,libA,sample,oro161509
oro161510,oro161510,PRJNA518082,not collected,not collected,feces metagenome,2016-07-03,USA: Canterbury NH,not applicable,libA,sample,oro161510
oro161511,oro161511,PRJNA518082,not collected,not collected,feces metagenome,2016-07-03,USA: Canterbury NH,not applicable,libA,sample,oro161511
oro161512,oro161512,PRJNA518082,not collected,not collected,feces metagenome,2016-07-03,USA: Canterbury NH,not applicable,libA,sample,oro161512
oro161513,oro161513,PRJNA518082,not collected,not collected,feces metagenome,2016-07-03,USA: Canterbury NH,not applicable,libA,sample,oro161513
oro161514,oro161514,PRJNA518082,not collected,not collected,feces metagenome,2016-07-03,USA: Canterbury NH,not applicable,libA,sample,oro161514
oro161515,oro161515,PRJNA518082,not collected,not collected,feces metagenome,2016-07-03,USA: Canterbury NH,not applicable,libA,sample,oro161515
oro161516,oro161516,PRJNA518082,not collected,not collected,feces metagenome,2016-07-03,USA: Canterbury NH,not applicable,libA,sample,oro161516
oro161517,oro161517,PRJNA518082,not collected,not collected,feces metagenome,2016-07-03,USA: Canterbury NH,not applicable,libA,sample,oro161517
oro161519,oro161519,PRJNA518082,not collected,not collected,feces metagenome,2016-07-03,USA: Canterbury NH,not applicable,libA,sample,oro161519
oro161520,oro161520,PRJNA518082,not collected,not collected,feces metagenome,2016-07-13,USA: Canterbury NH,not applicable,libD,sample,oro161520
oro161521,oro161521,PRJNA518082,not collected,not collected,feces metagenome,2016-07-13,USA: Canterbury NH,not applicable,libD,sample,oro161521
oro161522,oro161522,PRJNA518082,not collected,not collected,feces metagenome,2016-07-13,USA: Canterbury NH,not applicable,libD,sample,oro161522
oro161523,oro161523,PRJNA518082,not collected,not collected,feces metagenome,2016-07-13,USA: Canterbury NH,not applicable,libD,sample,oro161523
oro161524,oro161524,PRJNA518082,not collected,not collected,feces metagenome,2016-07-13,USA: Canterbury NH,not applicable,libD,sample,oro161524
oro161525,oro161525,PRJNA518082,not collected,not collected,feces metagenome,2016-07-13,USA: Canterbury NH,not applicable,libD,sample,oro161525
oro161526,oro161526,PRJNA518082,not collected,not collected,feces metagenome,2016-07-13,USA: Canterbury NH,not applicable,libD,sample,oro161526
oro161527,oro161527,PRJNA518082,not collected,not collected,feces metagenome,2016-07-13,USA: Canterbury NH,not applicable,libD,sample,oro161527
oro161528,oro161528,PRJNA518082,not collected,not collected,feces metagenome,2016-07-13,USA: Canterbury NH,not applicable,libD,sample,oro161528
oro161529,oro161529,PRJNA518082,not collected,not collected,feces metagenome,2016-07-13,USA: Canterbury NH,not applicable,libD,sample,oro161529
oro161530,oro161530,PRJNA518082,not collected,not collected,feces metagenome,2016-07-13,USA: Canterbury NH,not applicable,libD,sample,oro161530
oro161531,oro161531,PRJNA518082,not collected,not collected,feces metagenome,2016-07-13,USA: Canterbury NH,not applicable,libD,sample,oro161531
oro161535,oro161535,PRJNA518082,not collected,not collected,feces metagenome,2016-06-02,USA: Gilsum NH,not applicable,libA,sample,oro161535
oro161536,oro161536,PRJNA518082,not collected,not collected,feces metagenome,2016-06-02,USA: Gilsum NH,not applicable,libA,sample,oro161536
oro161537,oro161537,PRJNA518082,not collected,not collected,feces metagenome,2016-05-16,USA: Gilsum NH,not applicable,libA,sample,oro161537
oro161538,oro161538,PRJNA518082,not collected,not collected,feces metagenome,2016-05-16,USA: Gilsum NH,not applicable,libA,sample,oro161538
oro161539,oro161539,PRJNA518082,not collected,not collected,feces metagenome,2016-05-19,USA: Gilsum NH,not applicable,libA,sample,oro161539
oro161540,oro161540,PRJNA518082,not collected,not collected,feces metagenome,2016-06-02,USA: Gilsum NH,not applicable,libA,sample,oro161540
oro161541,oro161541,PRJNA518082,not collected,not collected,feces metagenome,2016-06-02,USA: Gilsum NH,not applicable,libA,sample,oro161541
oro161542,oro161542,PRJNA518082,not collected,not collected,feces metagenome,2016-05-16,USA: Gilsum NH,not applicable,libA,sample,oro161542
oro161543,oro161543,PRJNA518082,not collected,not collected,feces metagenome,2016-06-02,USA: Gilsum NH,not applicable,libA,sample,oro161543
oro161544,oro161544,PRJNA518082,not collected,not collected,feces metagenome,2016-05-19,USA: Gilsum NH,not applicable,libA,sample,oro161544
oro161546,oro161546,PRJNA518082,not collected,not collected,feces metagenome,2016-06-15,USA: Gilsum NH,not applicable,libA,sample,oro161546
oro161547,oro161547,PRJNA518082,not collected,not collected,feces metagenome,2016-06-02,USA: Gilsum NH,not applicable,libA,sample,oro161547
oro161548,oro161548,PRJNA518082,not collected,not collected,feces metagenome,2016-05-16,USA: Gilsum NH,not applicable,libA,sample,oro161548
oro161549,oro161549,PRJNA518082,not collected,not collected,feces metagenome,2016-05-16,USA: Gilsum NH,not applicable,libA,sample,oro161549
oro161550,oro161550,PRJNA518082,not collected,not collected,feces metagenome,2016-05-16,USA: Gilsum NH,not applicable,libA,sample,oro161550
oro161551,oro161551,PRJNA518082,not collected,not collected,feces metagenome,2016-05-19,USA: Gilsum NH,not applicable,libA,sample,oro161551
oro161552,oro161552,PRJNA518082,not collected,not collected,feces metagenome,2016-06-15,USA: Gilsum NH,not applicable,libA,sample,oro161552
oro161554,oro161554,PRJNA518082,not collected,not collected,feces metagenome,2016-05-16,USA: Gilsum NH,not applicable,libA,sample,oro161554
oro161555,oro161555,PRJNA518082,not collected,not collected,feces metagenome,2016-05-16,USA: Gilsum NH,not applicable,libA,sample,oro161555
oro161556,oro161556,PRJNA518082,not collected,not collected,feces metagenome,2016-05-19,USA: Gilsum NH,not applicable,libA,sample,oro161556
oro161557,oro161557,PRJNA518082,not collected,not collected,feces metagenome,2016-05-19,USA: Gilsum NH,not applicable,libA,sample,oro161557
oro161558,oro161558,PRJNA518082,not collected,not collected,feces metagenome,2016-06-15,USA: Gilsum NH,not applicable,libA,sample,oro161558
oro161560,oro161560,PRJNA518082,not collected,not collected,feces metagenome,2016-06-15,USA: Gilsum NH,not applicable,libA,sample,oro161560
oro161561,oro161561,PRJNA518082,not collected,not collected,feces metagenome,2016-06-02,USA: Gilsum NH,not applicable,libA,sample,oro161561
oro161562,oro161562,PRJNA518082,not collected,not collected,feces metagenome,2016-06-02,USA: Gilsum NH,not applicable,libA,sample,oro161562
oro161563,oro161563,PRJNA518082,not collected,not collected,feces metagenome,2016-05-19,USA: Gilsum NH,not applicable,libA,sample,oro161563
oro161564,oro161564,PRJNA518082,not collected,not collected,feces metagenome,2016-06-15,USA: Gilsum NH,not applicable,libA,sample,oro161564
oro161565,oro161565,PRJNA518082,not collected,not collected,feces metagenome,2016-06-02,USA: Gilsum NH,not applicable,libA,sample,oro161565
oro161567,oro161567,PRJNA518082,not collected,not collected,feces metagenome,2016-06-15,USA: Gilsum NH,not applicable,libA,sample,oro161567
oro161568,oro161568,PRJNA518082,not collected,not collected,feces metagenome,2016-05-16,USA: Gilsum NH,not applicable,libA,sample,oro161568
oro161569,oro161569,PRJNA518082,not collected,not collected,feces metagenome,2016-05-19,USA: Gilsum NH,not applicable,libA,sample,oro161569
oro161570,oro161570,PRJNA518082,not collected,not collected,feces metagenome,2016-06-15,USA: Gilsum NH,not applicable,libA,sample,oro161570
oro161571,oro161571,PRJNA518082,not collected,not collected,feces metagenome,2016-06-15,USA: Gilsum NH,not applicable,libA,sample,oro161571
oro161573,oro161573,PRJNA518082,not collected,not collected,feces metagenome,2016-05-16,USA: Gilsum NH,not applicable,libA,sample,oro161573
oro161574,oro161574,PRJNA518082,not collected,not collected,feces metagenome,2016-06-15,USA: Gilsum NH,not applicable,libA,sample,oro161574
oro161575,oro161575,PRJNA518082,not collected,not collected,feces metagenome,2016-05-19,USA: Gilsum NH,not applicable,libA,sample,oro161575
oro161576,oro161576,PRJNA518082,not collected,not collected,feces metagenome,2016-06-15,USA: Gilsum NH,not applicable,libA,sample,oro161576
oro161577,oro161577,PRJNA518082,not collected,not collected,feces metagenome,2016-06-02,USA: Gilsum NH,not applicable,libA,sample,oro161577
oro161578,oro161578,PRJNA518082,not collected,not collected,feces metagenome,2016-05-16,USA: Gilsum NH,not applicable,libA,sample,oro161578
oro161579,oro161579,PRJNA518082,not collected,not collected,feces metagenome,2016-06-02,USA: Gilsum NH,not applicable,libA,sample,oro161579
oro161580,oro161580,PRJNA518082,not collected,not collected,feces metagenome,2016-05-19,USA: Gilsum NH,not applicable,libA,sample,oro161580
oro161581,oro161581,PRJNA518082,not collected,not collected,feces metagenome,2016-05-19,USA: Gilsum NH,not applicable,libA,sample,oro161581
oro161582,oro161582,PRJNA518082,not collected,not collected,feces metagenome,2016-06-15,USA: Gilsum NH,not applicable,libA,sample,oro161582
oro161583,oro161583,PRJNA518082,not collected,not collected,feces metagenome,2016-06-15,USA: Gilsum NH,not applicable,libA,sample,oro161583
negoro15A01,negoro15A01,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libB,ncontrol,negoro15A01
negoro15B02,negoro15B02,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libB,ncontrol,negoro15B02
negoro15C03,negoro15C03,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libB,ncontrol,negoro15C03
negoro15D04,negoro15D04,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libB,ncontrol,negoro15D04
negoro15E05,negoro15E05,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libB,ncontrol,negoro15E05
negoro15F06,negoro15F06,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libB,ncontrol,negoro15F06
negoro15G07,negoro15G07,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libB,ncontrol,negoro15G07
negoro15H08,negoro15H08,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libB,ncontrol,negoro15H08
oro161684,oro161684,PRJNA518082,not collected,not collected,feces metagenome,2016-05-25,USA: Holderness NH,not applicable,libA,sample,oro161684
oro161685,oro161685,PRJNA518082,not collected,not collected,feces metagenome,2016-05-25,USA: Holderness NH,not applicable,libA,sample,oro161685
oro161686,oro161686,PRJNA518082,not collected,not collected,feces metagenome,2016-05-25,USA: Holderness NH,not applicable,libA,sample,oro161686
oro161687,oro161687,PRJNA518082,not collected,not collected,feces metagenome,2016-05-25,USA: Holderness NH,not applicable,libA,sample,oro161687
oro161688,oro161688,PRJNA518082,not collected,not collected,feces metagenome,2016-05-25,USA: Holderness NH,not applicable,libA,sample,oro161688
oro161689,oro161689,PRJNA518082,not collected,not collected,feces metagenome,2016-05-25,USA: Holderness NH,not applicable,libA,sample,oro161689
oro161690,oro161690,PRJNA518082,not collected,not collected,feces metagenome,2016-05-25,USA: Holderness NH,not applicable,libA,sample,oro161690
oro161691,oro161691,PRJNA518082,not collected,not collected,feces metagenome,2016-05-25,USA: Holderness NH,not applicable,libA,sample,oro161691
oro161693,oro161693,PRJNA518082,not collected,not collected,feces metagenome,2016-05-25,USA: Holderness NH,not applicable,libA,sample,oro161693
oro161694,oro161694,PRJNA518082,not collected,not collected,feces metagenome,2016-05-25,USA: Holderness NH,not applicable,libA,sample,oro161694
oro161695,oro161695,PRJNA518082,not collected,not collected,feces metagenome,2016-05-25,USA: Holderness NH,not applicable,libA,sample,oro161695
oro161696,oro161696,PRJNA518082,not collected,not collected,feces metagenome,2016-05-18,USA: Holderness NH,not applicable,libA,sample,oro161696
oro161699,oro161699,PRJNA518082,not collected,not collected,feces metagenome,2016-05-11,USA: Holderness NH,not applicable,libA,sample,oro161699
negoro16B02,negoro16B02,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libB,ncontrol,negoro16B02
negoro16C03,negoro16C03,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libB,ncontrol,negoro16C03
negoro16D04,negoro16D04,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libB,ncontrol,negoro16D04
negoro16E05,negoro16E05,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libB,ncontrol,negoro16E05
negoro16F06,negoro16F06,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libB,ncontrol,negoro16F06
oro161700,oro161700,PRJNA518082,not collected,not collected,feces metagenome,2016-05-11,USA: Holderness NH,not applicable,libA,sample,oro161700
oro161701,oro161701,PRJNA518082,not collected,not collected,feces metagenome,2016-05-11,USA: Holderness NH,not applicable,libA,sample,oro161701
oro161702,oro161702,PRJNA518082,not collected,not collected,feces metagenome,2016-05-11,USA: Holderness NH,not applicable,libA,sample,oro161702
oro161703,oro161703,PRJNA518082,not collected,not collected,feces metagenome,2016-05-11,USA: Holderness NH,not applicable,libA,sample,oro161703
oro161704,oro161704,PRJNA518082,not collected,not collected,feces metagenome,2016-05-11,USA: Holderness NH,not applicable,libA,sample,oro161704
oro161705,oro161705,PRJNA518082,not collected,not collected,feces metagenome,2016-05-11,USA: Holderness NH,not applicable,libA,sample,oro161705
oro161706,oro161706,PRJNA518082,not collected,not collected,feces metagenome,2016-05-11,USA: Holderness NH,not applicable,libA,sample,oro161706
oro161707,oro161707,PRJNA518082,not collected,not collected,feces metagenome,2016-05-11,USA: Holderness NH,not applicable,libA,sample,oro161707
oro161708,oro161708,PRJNA518082,not collected,not collected,feces metagenome,2016-05-11,USA: Holderness NH,not applicable,libA,sample,oro161708
oro161709,oro161709,PRJNA518082,not collected,not collected,feces metagenome,2016-05-11,USA: Holderness NH,not applicable,libA,sample,oro161709
oro161710,oro161710,PRJNA518082,not collected,not collected,feces metagenome,2016-05-11,USA: Holderness NH,not applicable,libA,sample,oro161710
oro161711,oro161711,PRJNA518082,not collected,not collected,feces metagenome,2016-05-18,USA: Holderness NH,not applicable,libA,sample,oro161711
oro161712,oro161712,PRJNA518082,not collected,not collected,feces metagenome,2016-05-18,USA: Holderness NH,not applicable,libA,sample,oro161712
oro161713,oro161713,PRJNA518082,not collected,not collected,feces metagenome,2016-05-18,USA: Holderness NH,not applicable,libA,sample,oro161713
oro161714,oro161714,PRJNA518082,not collected,not collected,feces metagenome,2016-05-18,USA: Holderness NH,not applicable,libA,sample,oro161714
oro161715,oro161715,PRJNA518082,not collected,not collected,feces metagenome,2016-05-18,USA: Holderness NH,not applicable,libA,sample,oro161715
oro161716,oro161716,PRJNA518082,not collected,not collected,feces metagenome,2016-05-18,USA: Holderness NH,not applicable,libA,sample,oro161716
oro161717,oro161717,PRJNA518082,not collected,not collected,feces metagenome,2016-05-18,USA: Holderness NH,not applicable,libA,sample,oro161717
oro161718,oro161718,PRJNA518082,not collected,not collected,feces metagenome,2016-05-18,USA: Holderness NH,not applicable,libA,sample,oro161718
