*sample_name	sample_title	bioproject_accession	*organism	*collection_date	*env_broad_scale	*env_local_scale	*env_medium	*geo_loc_name	*host	*lat_lon	SampleType	Library
oro161563		SUB5109424	not collected	2016-05-19	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161564		SUB5109424	not collected	2016-06-15	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161565		SUB5109424	not collected	2016-06-02	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161567		SUB5109424	not collected	2016-06-15	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161568		SUB5109424	not collected	2016-05-16	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161569		SUB5109424	not collected	2016-05-19	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161570		SUB5109424	not collected	2016-06-15	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161571		SUB5109424	not collected	2016-06-15	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161573		SUB5109424	not collected	2016-05-16	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161574		SUB5109424	not collected	2016-06-15	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161575		SUB5109424	not collected	2016-05-19	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161576		SUB5109424	not collected	2016-06-15	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161577		SUB5109424	not collected	2016-06-02	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161578		SUB5109424	not collected	2016-05-16	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161579		SUB5109424	not collected	2016-06-02	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161580		SUB5109424	not collected	2016-05-19	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161581		SUB5109424	not collected	2016-05-19	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161582		SUB5109424	not collected	2016-06-15	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161583		SUB5109424	not collected	2016-06-15	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
negoro15A01		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libB
negoro15B02		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libB
negoro15C03		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libB
negoro15D04		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libB
negoro15E05		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libB
negoro15F06		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libB
negoro15G07		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libB
negoro15H08		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libB
oro161684		SUB5109424	not collected	2016-05-25	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
oro161685		SUB5109424	not collected	2016-05-25	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
oro161686		SUB5109424	not collected	2016-05-25	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
oro161687		SUB5109424	not collected	2016-05-25	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
oro161688		SUB5109424	not collected	2016-05-25	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
oro161689		SUB5109424	not collected	2016-05-25	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
oro161690		SUB5109424	not collected	2016-05-25	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
oro161691		SUB5109424	not collected	2016-05-25	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
oro161693		SUB5109424	not collected	2016-05-25	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
oro161694		SUB5109424	not collected	2016-05-25	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
oro161695		SUB5109424	not collected	2016-05-25	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
oro161696		SUB5109424	not collected	2016-05-18	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
oro161699		SUB5109424	not collected	2016-05-11	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
negoro16B02		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libB
negoro16C03		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libB
negoro16D04		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libB
negoro16E05		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libB
negoro16F06		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libB
oro161700		SUB5109424	not collected	2016-05-11	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
oro161701		SUB5109424	not collected	2016-05-11	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
oro161702		SUB5109424	not collected	2016-05-11	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
oro161703		SUB5109424	not collected	2016-05-11	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
oro161704		SUB5109424	not collected	2016-05-11	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
oro161705		SUB5109424	not collected	2016-05-11	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
oro161706		SUB5109424	not collected	2016-05-11	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
oro161707		SUB5109424	not collected	2016-05-11	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
oro161708		SUB5109424	not collected	2016-05-11	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
oro161709		SUB5109424	not collected	2016-05-11	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
oro161710		SUB5109424	not collected	2016-05-11	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
oro161711		SUB5109424	not collected	2016-05-18	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
oro161712		SUB5109424	not collected	2016-05-18	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
oro161713		SUB5109424	not collected	2016-05-18	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
oro161714		SUB5109424	not collected	2016-05-18	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
oro161715		SUB5109424	not collected	2016-05-18	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
oro161716		SUB5109424	not collected	2016-05-18	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
oro161717		SUB5109424	not collected	2016-05-18	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
oro161718		SUB5109424	not collected	2016-05-18	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
oro161719		SUB5109424	not collected	2016-05-18	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
oro161720		SUB5109424	not collected	2016-05-04	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
oro161721		SUB5109424	not collected	2016-05-04	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
oro161722		SUB5109424	not collected	2016-05-04	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
oro161723		SUB5109424	not collected	2016-05-04	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
oro161724		SUB5109424	not collected	2016-05-04	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
oro161725		SUB5109424	not collected	2016-05-04	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
oro161726		SUB5109424	not collected	2016-05-04	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libA
