*sample_name	sample_title	bioproject_accession	*organism	*collection_date	*env_broad_scale	*env_local_scale	*env_medium	*geo_loc_name	*host	*lat_lon	SampleType	Library
oro161983		SUB5109424	not collected	2016-07-20	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libB
oro161987		SUB5109424	not collected	2016-05-12	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libB
oro161990		SUB5109424	not collected	2016-05-12	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libB
oro161996		SUB5109424	not collected	2016-05-12	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libB
oro161997		SUB5109424	not collected	2016-05-12	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libB
oro162013		SUB5109424	not collected	2016-05-12	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libB
oro162057		SUB5109424	not collected	2016-07-03	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libA
oro162062		SUB5109424	not collected	2016-07-03	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libA
oro162067		SUB5109424	not collected	2016-07-03	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libA
oro162068		SUB5109424	not collected	2016-07-03	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libA
oro162071		SUB5109424	not collected	2016-07-03	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libA
oro162134		SUB5109424	not collected	2016-07-03	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162135		SUB5109424	not collected	2016-07-03	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162136		SUB5109424	not collected	2016-07-03	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162137		SUB5109424	not collected	2016-07-03	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162138		SUB5109424	not collected	2016-07-03	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162139		SUB5109424	not collected	2016-07-03	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162140		SUB5109424	not collected	2016-07-03	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162141		SUB5109424	not collected	2016-07-03	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162142		SUB5109424	not collected	2016-07-03	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162143		SUB5109424	not collected	2016-07-03	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162144		SUB5109424	not collected	2016-07-03	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162145		SUB5109424	not collected	2016-07-03	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162146		SUB5109424	not collected	2016-07-10	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162147		SUB5109424	not collected	2016-07-10	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162149		SUB5109424	not collected	2016-07-10	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162150		SUB5109424	not collected	2016-07-10	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162151		SUB5109424	not collected	2016-07-10	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162152		SUB5109424	not collected	2016-07-10	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162153		SUB5109424	not collected	2016-07-10	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162155		SUB5109424	not collected	2016-07-10	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162156		SUB5109424	not collected	2016-07-10	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162157		SUB5109424	not collected	2016-07-10	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162158		SUB5109424	not collected	2016-07-17	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162159		SUB5109424	not collected	2016-07-17	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162160		SUB5109424	not collected	2016-07-17	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162161		SUB5109424	not collected	2016-07-17	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162162		SUB5109424	not collected	2016-07-17	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162163		SUB5109424	not collected	2016-07-17	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162164		SUB5109424	not collected	2016-07-17	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162165		SUB5109424	not collected	2016-07-17	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162166		SUB5109424	not collected	2016-07-17	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162167		SUB5109424	not collected	2016-07-17	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162168		SUB5109424	not collected	2016-07-17	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162169		SUB5109424	not collected	2016-07-17	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162170		SUB5109424	not collected	2016-07-24	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162171		SUB5109424	not collected	2016-07-24	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162172		SUB5109424	not collected	2016-07-24	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162173		SUB5109424	not collected	2016-07-24	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162174		SUB5109424	not collected	2016-07-24	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162175		SUB5109424	not collected	2016-07-24	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162176		SUB5109424	not collected	2016-07-24	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162177		SUB5109424	not collected	2016-07-24	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162178		SUB5109424	not collected	2016-07-24	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162179		SUB5109424	not collected	2016-07-24	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162180		SUB5109424	not collected	2016-07-24	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162181		SUB5109424	not collected	2016-07-24	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libB
oro162184		SUB5109424	not collected	2016-04-14	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162185		SUB5109424	not collected	2016-04-14	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162186		SUB5109424	not collected	2016-04-14	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162187		SUB5109424	not collected	2016-04-14	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162188		SUB5109424	not collected	2016-04-14	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162189		SUB5109424	not collected	2016-04-14	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162190		SUB5109424	not collected	2016-04-14	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162191		SUB5109424	not collected	2016-04-14	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162193		SUB5109424	not collected	2016-04-14	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162194		SUB5109424	not collected	2016-04-14	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162195		SUB5109424	not collected	2016-04-14	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162196		SUB5109424	not collected	2016-04-22	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162197		SUB5109424	not collected	2016-04-22	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162198		SUB5109424	not collected	2016-04-22	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162199		SUB5109424	not collected	2016-04-22	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162200		SUB5109424	not collected	2016-04-22	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162201		SUB5109424	not collected	2016-04-22	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162202		SUB5109424	not collected	2016-04-22	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162203		SUB5109424	not collected	2016-04-22	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162204		SUB5109424	not collected	2016-04-22	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162205		SUB5109424	not collected	2016-04-22	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162206		SUB5109424	not collected	2016-04-22	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162207		SUB5109424	not collected	2016-04-22	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162208		SUB5109424	not collected	2016-04-28	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162209		SUB5109424	not collected	2016-04-28	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162210		SUB5109424	not collected	2016-04-28	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162211		SUB5109424	not collected	2016-04-28	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162212		SUB5109424	not collected	2016-04-28	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162213		SUB5109424	not collected	2016-04-28	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162214		SUB5109424	not collected	2016-04-28	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162215		SUB5109424	not collected	2016-04-28	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162216		SUB5109424	not collected	2016-04-28	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162217		SUB5109424	not collected	2016-04-28	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162218		SUB5109424	not collected	2016-04-28	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162219		SUB5109424	not collected	2016-04-28	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162220		SUB5109424	not collected	2016-04-07	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162221		SUB5109424	not collected	2016-04-07	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162222		SUB5109424	not collected	2016-04-07	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162224		SUB5109424	not collected	2016-04-07	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162225		SUB5109424	not collected	2016-04-07	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162226		SUB5109424	not collected	2016-04-07	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162227		SUB5109424	not collected	2016-04-07	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162228		SUB5109424	not collected	2016-04-07	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162229		SUB5109424	not collected	2016-04-07	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162230		SUB5109424	not collected	2016-04-07	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162231		SUB5109424	not collected	2016-04-07	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162232		SUB5109424	not collected	2016-05-12	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162233		SUB5109424	not collected	2016-05-12	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162234		SUB5109424	not collected	2016-05-12	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162235		SUB5109424	not collected	2016-05-12	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162236		SUB5109424	not collected	2016-05-12	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162237		SUB5109424	not collected	2016-05-12	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162238		SUB5109424	not collected	2016-05-12	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162239		SUB5109424	not collected	2016-05-12	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162240		SUB5109424	not collected	2016-05-12	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162241		SUB5109424	not collected	2016-05-12	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162242		SUB5109424	not collected	2016-05-12	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162243		SUB5109424	not collected	2016-05-12	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162244		SUB5109424	not collected	2016-05-19	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162245		SUB5109424	not collected	2016-05-19	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162248		SUB5109424	not collected	2016-05-19	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162250		SUB5109424	not collected	2016-05-19	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162251		SUB5109424	not collected	2016-05-19	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162252		SUB5109424	not collected	2016-05-19	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162253		SUB5109424	not collected	2016-05-19	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162254		SUB5109424	not collected	2016-05-19	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162256		SUB5109424	not collected	2016-05-26	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162257		SUB5109424	not collected	2016-05-26	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162258		SUB5109424	not collected	2016-05-26	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162259		SUB5109424	not collected	2016-05-26	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162260		SUB5109424	not collected	2016-05-26	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162261		SUB5109424	not collected	2016-05-26	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162262		SUB5109424	not collected	2016-05-26	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162263		SUB5109424	not collected	2016-05-26	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162264		SUB5109424	not collected	2016-05-26	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162265		SUB5109424	not collected	2016-05-26	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162266		SUB5109424	not collected	2016-05-26	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162267		SUB5109424	not collected	2016-05-26	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162268		SUB5109424	not collected	2016-06-02	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162269		SUB5109424	not collected	2016-06-02	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162270		SUB5109424	not collected	2016-06-02	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162271		SUB5109424	not collected	2016-06-02	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162272		SUB5109424	not collected	2016-06-02	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162273		SUB5109424	not collected	2016-06-02	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162274		SUB5109424	not collected	2016-06-02	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162275		SUB5109424	not collected	2016-06-02	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162276		SUB5109424	not collected	2016-06-02	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162277		SUB5109424	not collected	2016-06-02	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162278		SUB5109424	not collected	2016-06-02	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162279		SUB5109424	not collected	2016-06-02	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162280		SUB5109424	not collected	2016-06-09	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162281		SUB5109424	not collected	2016-06-09	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162282		SUB5109424	not collected	2016-06-09	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162283		SUB5109424	not collected	2016-06-09	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162380		SUB5109424	not collected	2016-06-09	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162381		SUB5109424	not collected	2016-06-09	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162382		SUB5109424	not collected	2016-06-09	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162383		SUB5109424	not collected	2016-06-09	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libA
oro162484		SUB5109424	not collected	2016-07-18	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162485		SUB5109424	not collected	2016-07-18	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162486		SUB5109424	not collected	2016-07-18	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162487		SUB5109424	not collected	2016-07-18	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162488		SUB5109424	not collected	2016-07-18	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162489		SUB5109424	not collected	2016-07-18	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162490		SUB5109424	not collected	2016-07-18	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162491		SUB5109424	not collected	2016-07-18	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162492		SUB5109424	not collected	2016-07-18	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162493		SUB5109424	not collected	2016-07-18	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162495		SUB5109424	not collected	2016-07-18	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162496		SUB5109424	not collected	2016-07-30	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162497		SUB5109424	not collected	2016-07-30	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162498		SUB5109424	not collected	2016-07-30	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162499		SUB5109424	not collected	2016-07-30	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162500		SUB5109424	not collected	2016-07-30	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162501		SUB5109424	not collected	2016-07-30	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162502		SUB5109424	not collected	2016-07-30	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162503		SUB5109424	not collected	2016-07-30	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162504		SUB5109424	not collected	2016-07-30	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162507		SUB5109424	not collected	2016-07-30	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162508		SUB5109424	not collected	2016-08-05	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162509		SUB5109424	not collected	2016-08-05	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162510		SUB5109424	not collected	2016-08-05	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162511		SUB5109424	not collected	2016-08-05	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162512		SUB5109424	not collected	2016-08-05	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162513		SUB5109424	not collected	2016-08-05	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162514		SUB5109424	not collected	2016-08-05	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162515		SUB5109424	not collected	2016-08-05	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162517		SUB5109424	not collected	2016-08-05	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162518		SUB5109424	not collected	2016-08-05	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162519		SUB5109424	not collected	2016-08-05	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162520		SUB5109424	not collected	2016-09-02	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162521		SUB5109424	not collected	2016-09-02	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162522		SUB5109424	not collected	2016-09-02	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162523		SUB5109424	not collected	2016-09-02	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162524		SUB5109424	not collected	2016-09-02	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162525		SUB5109424	not collected	2016-09-02	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162526		SUB5109424	not collected	2016-09-02	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162529		SUB5109424	not collected	2016-09-02	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162530		SUB5109424	not collected	2016-09-02	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162531		SUB5109424	not collected	2016-09-02	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162534		SUB5109424	not collected	2016-09-09	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162535		SUB5109424	not collected	2016-09-09	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162536		SUB5109424	not collected	2016-09-09	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162537		SUB5109424	not collected	2016-09-09	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162538		SUB5109424	not collected	2016-09-09	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162541		SUB5109424	not collected	2016-09-09	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162542		SUB5109424	not collected	2016-09-09	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162543		SUB5109424	not collected	2016-09-09	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162544		SUB5109424	not collected	2016-09-09	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162545		SUB5109424	not collected	2016-09-09	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162546		SUB5109424	not collected	2016-09-16	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162547		SUB5109424	not collected	2016-09-16	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162548		SUB5109424	not collected	2016-09-16	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162549		SUB5109424	not collected	2016-09-16	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162551		SUB5109424	not collected	2016-09-16	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162552		SUB5109424	not collected	2016-09-16	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162554		SUB5109424	not collected	2016-09-16	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162555		SUB5109424	not collected	2016-09-16	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162556a		SUB5109424	not collected	2016-08-30	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro162557		SUB5109424	not collected	2016-09-16	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162561		SUB5109424	not collected	2016-09-21	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162562		SUB5109424	not collected	2016-09-21	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162563		SUB5109424	not collected	2016-09-21	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162564		SUB5109424	not collected	2016-09-21	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162565		SUB5109424	not collected	2016-09-21	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162566		SUB5109424	not collected	2016-09-21	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162567		SUB5109424	not collected	2016-09-21	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162568		SUB5109424	not collected	2016-09-21	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162570		SUB5109424	not collected	2016-10-01	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162571		SUB5109424	not collected	2016-10-01	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162572		SUB5109424	not collected	2016-10-01	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162573		SUB5109424	not collected	2016-10-01	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libD
oro162654		SUB5109424	not collected	2016-08-26	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162655		SUB5109424	not collected	2016-08-26	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162656		SUB5109424	not collected	2016-08-26	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162657		SUB5109424	not collected	2016-08-26	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
