Dataset,length,lengthCounts,nObs,pObs
derep,755,46,1841946,2.49735877164694e-05
derep,756,75,1841946,4.0717806059461e-05
derep,757,67,1841946,3.63745734131185e-05
derep,758,34,1841946,1.84587387469557e-05
derep,759,131,1841946,7.11204345838586e-05
derep,760,59,1841946,3.2031340766776e-05
derep,761,16,1841946,8.68646529268502e-06
derep,762,165,1841946,8.95791733308143e-05
derep,763,71,1841946,3.85461897362898e-05
derep,764,48,1841946,2.60593958780551e-05
derep,765,104,1841946,5.64620244024526e-05
derep,766,85,1841946,4.61468468673892e-05
derep,767,84,1841946,4.56039427865963e-05
derep,768,121,1841946,6.56913937759305e-05
derep,769,77,1841946,4.18036142210467e-05
derep,770,15,1841946,8.1435612118922e-06
derep,771,74,1841946,4.01749019786682e-05
derep,772,64,1841946,3.47458611707401e-05
derep,773,34,1841946,1.84587387469557e-05
derep,774,70,1841946,3.8003285655497e-05
derep,775,25,1841946,1.35726020198203e-05
derep,776,28,1841946,1.52013142621988e-05
derep,777,119,1841946,6.46055856143448e-05
derep,778,22,1841946,1.19438897774419e-05
derep,779,19,1841946,1.03151775350635e-05
derep,780,88,1841946,4.77755591097676e-05
derep,781,23,1841946,1.24867938582347e-05
derep,782,25,1841946,1.35726020198203e-05
derep,783,139,1841946,7.54636672302011e-05
derep,784,40,1841946,2.17161632317125e-05
derep,785,17,1841946,9.22936937347783e-06
derep,786,71,1841946,3.85461897362898e-05
derep,787,34,1841946,1.84587387469557e-05
derep,788,14,1841946,7.60065713109939e-06
derep,789,65,1841946,3.52887652515329e-05
derep,790,106,1841946,5.75478325640382e-05
derep,791,6,1841946,3.25742448475688e-06
derep,792,48,1841946,2.60593958780551e-05
derep,793,42,1841946,2.28019713932982e-05
derep,794,21,1841946,1.14009856966491e-05
derep,795,52,1841946,2.82310122012263e-05
derep,796,35,1841946,1.90016428277485e-05
derep,797,15,1841946,8.1435612118922e-06
derep,798,55,1841946,2.98597244436048e-05
derep,799,105,1841946,5.70049284832454e-05
derep,800,12,1841946,6.51484896951376e-06
derep,801,62,1841946,3.36600530091544e-05
derep,802,61,1841946,3.31171489283616e-05
derep,803,21,1841946,1.14009856966491e-05
derep,804,74,1841946,4.01749019786682e-05
derep,805,307,1841946,0.000166671552803394
derep,806,27,1841946,1.4658410181406e-05
derep,807,140,1841946,7.60065713109939e-05
derep,808,20,1841946,1.08580816158563e-05
derep,809,43,1841946,2.3344875474091e-05
derep,810,256,1841946,0.00013898344468296
derep,811,83,1841946,4.50610387058035e-05
derep,812,64,1841946,3.47458611707401e-05
derep,813,72,1841946,3.90890938170826e-05
derep,814,154,1841946,8.36072284420933e-05
derep,815,160,1841946,8.68646529268502e-05
derep,816,99,1841946,5.37475039984886e-05
derep,817,451,1841946,0.000244849740437559
derep,818,57,1841946,3.09455326051904e-05
derep,819,31,1841946,1.68300265045772e-05
derep,820,129,1841946,7.0034626422273e-05
derep,821,15,1841946,8.1435612118922e-06
derep,822,29,1841946,1.57442183429916e-05
derep,823,23,1841946,1.24867938582347e-05
derep,824,109,1841946,5.91765448064167e-05
derep,825,439,1841946,0.000238334891468045
derep,826,80,1841946,4.34323264634251e-05
derep,827,21,1841946,1.14009856966491e-05
derep,828,33,1841946,1.79158346661629e-05
derep,829,29,1841946,1.57442183429916e-05
derep,830,32,1841946,1.737293058537e-05
derep,831,18,1841946,9.77227345427065e-06
derep,832,25,1841946,1.35726020198203e-05
derep,833,51,1841946,2.76881081204335e-05
derep,834,9,1841946,4.88613672713532e-06
derep,835,489,1841946,0.000265480095507686
derep,836,26,1841946,1.41155061006132e-05
derep,837,23,1841946,1.24867938582347e-05
derep,838,84,1841946,4.56039427865963e-05
derep,839,14,1841946,7.60065713109939e-06
derep,840,299,1841946,0.000162328320157051
derep,841,99,1841946,5.37475039984886e-05
derep,842,27,1841946,1.4658410181406e-05
derep,843,44,1841946,2.38877795548838e-05
derep,844,11,1841946,5.97194488872095e-06
derep,845,80,1841946,4.34323264634251e-05
derep,846,15,1841946,8.1435612118922e-06
derep,847,28,1841946,1.52013142621988e-05
derep,848,17,1841946,9.22936937347783e-06
derep,849,78,1841946,4.23465183018395e-05
derep,850,146,1841946,7.92639957957508e-05
derep,851,5,1841946,2.71452040396407e-06
derep,852,68,1841946,3.69174774939113e-05
derep,853,31,1841946,1.68300265045772e-05
derep,854,46,1841946,2.49735877164694e-05
derep,855,52,1841946,2.82310122012263e-05
derep,856,315,1841946,0.000171014785449736
derep,857,53,1841946,2.87739162820191e-05
derep,858,18,1841946,9.77227345427065e-06
derep,859,152,1841946,8.25214202805077e-05
derep,860,17,1841946,9.22936937347783e-06
derep,861,28,1841946,1.52013142621988e-05
derep,862,46,1841946,2.49735877164694e-05
derep,863,18,1841946,9.77227345427065e-06
derep,864,76,1841946,4.12607101402538e-05
derep,865,17,1841946,9.22936937347783e-06
derep,866,11,1841946,5.97194488872095e-06
derep,867,37,1841946,2.00874509893341e-05
derep,868,141,1841946,7.65494753917867e-05
derep,869,131,1841946,7.11204345838586e-05
derep,870,52,1841946,2.82310122012263e-05
derep,871,69,1841946,3.74603815747041e-05
derep,872,13,1841946,7.05775305030658e-06
derep,873,123,1841946,6.67772019375161e-05
derep,874,102,1841946,5.5376216240867e-05
derep,875,60,1841946,3.25742448475688e-05
derep,876,27,1841946,1.4658410181406e-05
derep,877,131,1841946,7.11204345838586e-05
derep,878,14,1841946,7.60065713109939e-06
derep,879,33,1841946,1.79158346661629e-05
derep,880,404,1841946,0.000219333248640297
derep,881,19,1841946,1.03151775350635e-05
derep,882,86,1841946,4.6689750948182e-05
derep,883,190,1841946,0.000103151775350635
derep,884,10,1841946,5.42904080792814e-06
derep,885,98,1841946,5.32045999176957e-05
derep,886,248,1841946,0.000134640212036618
derep,887,11,1841946,5.97194488872095e-06
derep,888,24,1841946,1.30296979390275e-05
derep,889,117,1841946,6.35197774527592e-05
derep,890,22,1841946,1.19438897774419e-05
derep,891,10,1841946,5.42904080792814e-06
derep,892,71,1841946,3.85461897362898e-05
derep,893,12,1841946,6.51484896951376e-06
derep,894,18,1841946,9.77227345427065e-06
derep,895,114,1841946,6.18910652103808e-05
derep,896,16,1841946,8.68646529268502e-06
derep,897,547,1841946,0.000296968532193669
derep,898,785,1841946,0.000426179703422359
derep,899,7,1841946,3.8003285655497e-06
derep,900,220,1841946,0.000119438897774419
derep,901,120,1841946,6.51484896951376e-05
derep,902,21,1841946,1.14009856966491e-05
derep,903,68,1841946,3.69174774939113e-05
derep,904,205,1841946,0.000111295336562527
derep,905,43,1841946,2.3344875474091e-05
derep,906,73,1841946,3.96319978978754e-05
derep,907,279,1841946,0.000151470238541195
derep,908,98,1841946,5.32045999176957e-05
derep,909,250,1841946,0.000135726020198203
derep,910,122,1841946,6.62342978567233e-05
derep,911,11,1841946,5.97194488872095e-06
derep,912,45,1841946,2.44306836356766e-05
derep,913,16,1841946,8.68646529268502e-06
derep,914,48,1841946,2.60593958780551e-05
derep,915,18,1841946,9.77227345427065e-06
derep,916,122,1841946,6.62342978567233e-05
derep,917,3,1841946,1.62871224237844e-06
derep,918,23,1841946,1.24867938582347e-05
derep,919,53,1841946,2.87739162820191e-05
derep,920,43,1841946,2.3344875474091e-05
derep,921,130,1841946,7.05775305030658e-05
derep,922,60,1841946,3.25742448475688e-05
derep,923,3,1841946,1.62871224237844e-06
derep,924,76,1841946,4.12607101402538e-05
derep,925,20,1841946,1.08580816158563e-05
derep,926,44,1841946,2.38877795548838e-05
derep,927,51,1841946,2.76881081204335e-05
derep,928,7,1841946,3.8003285655497e-06
derep,929,6,1841946,3.25742448475688e-06
derep,930,128,1841946,6.94917223414802e-05
derep,931,233,1841946,0.000126496650824726
derep,932,14,1841946,7.60065713109939e-06
derep,933,91,1841946,4.9404271352146e-05
derep,934,10,1841946,5.42904080792814e-06
derep,935,11,1841946,5.97194488872095e-06
derep,936,64,1841946,3.47458611707401e-05
derep,937,58,1841946,3.14884366859832e-05
derep,938,17,1841946,9.22936937347783e-06
derep,939,34,1841946,1.84587387469557e-05
derep,940,189,1841946,0.000102608871269842
derep,941,13,1841946,7.05775305030658e-06
derep,942,45,1841946,2.44306836356766e-05
derep,943,41,1841946,2.22590673125054e-05
derep,944,9,1841946,4.88613672713532e-06
derep,945,55,1841946,2.98597244436048e-05
derep,946,15,1841946,8.1435612118922e-06
derep,947,6,1841946,3.25742448475688e-06
derep,948,16,1841946,8.68646529268502e-06
derep,949,11,1841946,5.97194488872095e-06
derep,950,14,1841946,7.60065713109939e-06
derep,951,51,1841946,2.76881081204335e-05
derep,952,62,1841946,3.36600530091544e-05
derep,953,28,1841946,1.52013142621988e-05
derep,954,59,1841946,3.2031340766776e-05
derep,955,9,1841946,4.88613672713532e-06
derep,956,15,1841946,8.1435612118922e-06
derep,957,43,1841946,2.3344875474091e-05
derep,958,13,1841946,7.05775305030658e-06
derep,959,52,1841946,2.82310122012263e-05
derep,960,42,1841946,2.28019713932982e-05
derep,961,26,1841946,1.41155061006132e-05
derep,962,13,1841946,7.05775305030658e-06
derep,963,93,1841946,5.04900795137317e-05
derep,964,42,1841946,2.28019713932982e-05
derep,965,17,1841946,9.22936937347783e-06
derep,966,97,1841946,5.26616958369029e-05
derep,967,67,1841946,3.63745734131185e-05
derep,968,49,1841946,2.66022999588479e-05
derep,969,183,1841946,9.93514467850849e-05
derep,970,26,1841946,1.41155061006132e-05
derep,971,19,1841946,1.03151775350635e-05
derep,972,44,1841946,2.38877795548838e-05
derep,973,20,1841946,1.08580816158563e-05
derep,974,3,1841946,1.62871224237844e-06
derep,975,45,1841946,2.44306836356766e-05
derep,976,11,1841946,5.97194488872095e-06
derep,977,11,1841946,5.97194488872095e-06
derep,978,66,1841946,3.58316693323257e-05
derep,979,121,1841946,6.56913937759305e-05
derep,980,10,1841946,5.42904080792814e-06
derep,981,38,1841946,2.06303550701269e-05
derep,982,200,1841946,0.000108580816158563
derep,983,42,1841946,2.28019713932982e-05
derep,984,90,1841946,4.88613672713532e-05
derep,985,21,1841946,1.14009856966491e-05
derep,986,45,1841946,2.44306836356766e-05
derep,987,8,1841946,4.34323264634251e-06
derep,988,12,1841946,6.51484896951376e-06
derep,989,29,1841946,1.57442183429916e-05
derep,990,39,1841946,2.11732591509197e-05
derep,991,12,1841946,6.51484896951376e-06
derep,992,4,1841946,2.17161632317125e-06
derep,993,36,1841946,1.95445469085413e-05
derep,994,5,1841946,2.71452040396407e-06
derep,995,13,1841946,7.05775305030658e-06
derep,996,11,1841946,5.97194488872095e-06
derep,997,12,1841946,6.51484896951376e-06
derep,998,9,1841946,4.88613672713532e-06
derep,999,47,1841946,2.55164917972622e-05
derep,1000,3527,1841946,0.00191482269295625
derep,1001,6,1841946,3.25742448475688e-06
derep,1002,31,1841946,1.68300265045772e-05
derep,1003,11,1841946,5.97194488872095e-06
derep,1004,11,1841946,5.97194488872095e-06
derep,1005,24,1841946,1.30296979390275e-05
derep,1006,77,1841946,4.18036142210467e-05
derep,1007,16,1841946,8.68646529268502e-06
derep,1008,25,1841946,1.35726020198203e-05
derep,1009,3,1841946,1.62871224237844e-06
derep,1010,22,1841946,1.19438897774419e-05
derep,1011,40,1841946,2.17161632317125e-05
derep,1012,9,1841946,4.88613672713532e-06
derep,1013,3,1841946,1.62871224237844e-06
derep,1014,3,1841946,1.62871224237844e-06
derep,1015,6,1841946,3.25742448475688e-06
derep,1016,20,1841946,1.08580816158563e-05
derep,1017,16,1841946,8.68646529268502e-06
derep,1018,1,1841946,5.42904080792814e-07
derep,1019,25,1841946,1.35726020198203e-05
derep,1020,9,1841946,4.88613672713532e-06
derep,1021,14,1841946,7.60065713109939e-06
derep,1022,88,1841946,4.77755591097676e-05
derep,1023,57,1841946,3.09455326051904e-05
derep,1024,4,1841946,2.17161632317125e-06
derep,1026,17,1841946,9.22936937347783e-06
derep,1027,6,1841946,3.25742448475688e-06
derep,1028,2,1841946,1.08580816158563e-06
derep,1029,45,1841946,2.44306836356766e-05
derep,1030,4,1841946,2.17161632317125e-06
derep,1031,5,1841946,2.71452040396407e-06
derep,1032,58,1841946,3.14884366859832e-05
derep,1033,1,1841946,5.42904080792814e-07
derep,1034,7,1841946,3.8003285655497e-06
derep,1035,31,1841946,1.68300265045772e-05
derep,1036,4,1841946,2.17161632317125e-06
derep,1037,17,1841946,9.22936937347783e-06
derep,1038,86,1841946,4.6689750948182e-05
derep,1039,5,1841946,2.71452040396407e-06
derep,1040,3,1841946,1.62871224237844e-06
derep,1041,12,1841946,6.51484896951376e-06
derep,1042,4,1841946,2.17161632317125e-06
derep,1043,21,1841946,1.14009856966491e-05
derep,1044,57,1841946,3.09455326051904e-05
derep,1045,7,1841946,3.8003285655497e-06
derep,1046,4,1841946,2.17161632317125e-06
derep,1047,50,1841946,2.71452040396407e-05
derep,1048,81,1841946,4.39752305442179e-05
derep,1049,4,1841946,2.17161632317125e-06
derep,1050,11,1841946,5.97194488872095e-06
derep,1051,2,1841946,1.08580816158563e-06
derep,1052,6,1841946,3.25742448475688e-06
derep,1053,29,1841946,1.57442183429916e-05
derep,1054,197,1841946,0.000106952103916184
derep,1055,3,1841946,1.62871224237844e-06
derep,1056,6,1841946,3.25742448475688e-06
derep,1057,3,1841946,1.62871224237844e-06
derep,1058,116,1841946,6.29768733719664e-05
derep,1059,21,1841946,1.14009856966491e-05
derep,1060,12,1841946,6.51484896951376e-06
derep,1061,3,1841946,1.62871224237844e-06
derep,1062,8,1841946,4.34323264634251e-06
derep,1063,7,1841946,3.8003285655497e-06
derep,1064,1,1841946,5.42904080792814e-07
derep,1065,7,1841946,3.8003285655497e-06
derep,1066,2,1841946,1.08580816158563e-06
derep,1067,1,1841946,5.42904080792814e-07
derep,1068,9,1841946,4.88613672713532e-06
derep,1069,38,1841946,2.06303550701269e-05
derep,1070,3,1841946,1.62871224237844e-06
derep,1071,33,1841946,1.79158346661629e-05
derep,1072,8,1841946,4.34323264634251e-06
derep,1073,3,1841946,1.62871224237844e-06
derep,1074,9,1841946,4.88613672713532e-06
derep,1075,347,1841946,0.000188387716035106
derep,1076,192,1841946,0.00010423758351222
derep,1077,164,1841946,8.90362692500214e-05
derep,1078,65,1841946,3.52887652515329e-05
derep,1079,2,1841946,1.08580816158563e-06
derep,1080,82,1841946,4.45181346250107e-05
derep,1081,1,1841946,5.42904080792814e-07
derep,1082,8,1841946,4.34323264634251e-06
derep,1083,24,1841946,1.30296979390275e-05
derep,1084,28,1841946,1.52013142621988e-05
derep,1085,4,1841946,2.17161632317125e-06
derep,1086,23,1841946,1.24867938582347e-05
derep,1088,2,1841946,1.08580816158563e-06
derep,1089,3,1841946,1.62871224237844e-06
derep,1090,3,1841946,1.62871224237844e-06
derep,1091,6,1841946,3.25742448475688e-06
derep,1092,8,1841946,4.34323264634251e-06
derep,1093,28,1841946,1.52013142621988e-05
derep,1094,7,1841946,3.8003285655497e-06
derep,1095,7,1841946,3.8003285655497e-06
derep,1096,63,1841946,3.42029570899473e-05
derep,1097,1,1841946,5.42904080792814e-07
derep,1098,6,1841946,3.25742448475688e-06
derep,1099,112,1841946,6.08052570487951e-05
derep,1100,131,1841946,7.11204345838586e-05
derep,1101,3,1841946,1.62871224237844e-06
derep,1102,6,1841946,3.25742448475688e-06
derep,1103,3,1841946,1.62871224237844e-06
derep,1104,9,1841946,4.88613672713532e-06
derep,1105,2,1841946,1.08580816158563e-06
derep,1106,4,1841946,2.17161632317125e-06
derep,1107,70,1841946,3.8003285655497e-05
derep,1108,3,1841946,1.62871224237844e-06
derep,1109,4,1841946,2.17161632317125e-06
derep,1110,6,1841946,3.25742448475688e-06
derep,1111,4,1841946,2.17161632317125e-06
derep,1112,28,1841946,1.52013142621988e-05
derep,1113,138,1841946,7.49207631494083e-05
derep,1114,4,1841946,2.17161632317125e-06
derep,1115,30,1841946,1.62871224237844e-05
derep,1116,8,1841946,4.34323264634251e-06
derep,1117,1,1841946,5.42904080792814e-07
derep,1118,1,1841946,5.42904080792814e-07
derep,1119,12,1841946,6.51484896951376e-06
derep,1120,2,1841946,1.08580816158563e-06
derep,1121,1,1841946,5.42904080792814e-07
derep,1122,7,1841946,3.8003285655497e-06
derep,1123,3,1841946,1.62871224237844e-06
derep,1124,2,1841946,1.08580816158563e-06
derep,1125,25,1841946,1.35726020198203e-05
derep,1126,5,1841946,2.71452040396407e-06
derep,1127,2,1841946,1.08580816158563e-06
derep,1128,90,1841946,4.88613672713532e-05
derep,1129,5,1841946,2.71452040396407e-06
derep,1130,7,1841946,3.8003285655497e-06
derep,1131,37,1841946,2.00874509893341e-05
derep,1132,10,1841946,5.42904080792814e-06
derep,1133,2,1841946,1.08580816158563e-06
derep,1134,34,1841946,1.84587387469557e-05
derep,1135,19,1841946,1.03151775350635e-05
derep,1136,16,1841946,8.68646529268502e-06
derep,1137,21,1841946,1.14009856966491e-05
derep,1138,6,1841946,3.25742448475688e-06
derep,1139,9,1841946,4.88613672713532e-06
derep,1140,160,1841946,8.68646529268502e-05
derep,1141,13,1841946,7.05775305030658e-06
derep,1142,11,1841946,5.97194488872095e-06
derep,1143,11,1841946,5.97194488872095e-06
derep,1144,103,1841946,5.59191203216598e-05
derep,1145,82,1841946,4.45181346250107e-05
derep,1146,74,1841946,4.01749019786682e-05
derep,1147,17,1841946,9.22936937347783e-06
derep,1148,60,1841946,3.25742448475688e-05
derep,1149,10,1841946,5.42904080792814e-06
derep,1150,4,1841946,2.17161632317125e-06
derep,1151,24,1841946,1.30296979390275e-05
derep,1152,24,1841946,1.30296979390275e-05
derep,1153,8,1841946,4.34323264634251e-06
derep,1154,4,1841946,2.17161632317125e-06
derep,1155,10,1841946,5.42904080792814e-06
derep,1156,6,1841946,3.25742448475688e-06
derep,1157,23,1841946,1.24867938582347e-05
derep,1158,7,1841946,3.8003285655497e-06
derep,1159,1,1841946,5.42904080792814e-07
derep,1160,4,1841946,2.17161632317125e-06
derep,1161,9,1841946,4.88613672713532e-06
